Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 19,1. Which of the following processes of moulding is widely used for manufacturing of bottle caps and automotive dashboards?,a) Compression moulding,b) Transfer moulding,c) Injection moulding,d) Jet moulding,c,"Explanation: Injection moulding is a manufacturing process which uses thermoplastic and thermosetting plastic materials to make products like bottle caps, automotive dashboard, combs etc. In this process, material is fed into a barrel of high temperature, then by mixing it is forced into a mould cavity where it solidifies and gets hardened."
Question 20,5. Which of the following cooling systems is used in injection moulding process to increase solidification rate of components made?,a) Air jet cooling system,b) Water cooling system,c) Cooling with free convection,d) Cooling with fins,b,Explanation: The cooling system is made by including some passages in the mould walls that are usually connected to an external pump. Cool water is circulated through the passages to extract heat from the hot polymers or plastics components made in the injection moulding process. This cooling system increases the solidification rate which basically reduces the production time.
Question 21,"1. In blow molding, to inflate soft plastic, which medium is used?",a) Air,b) Water,c) Oil,d) Alcohol,a,"Explanation: Blow molding process is typically used for the blowing process of hollow plastics. While blow molding, the plastic has to be inflated, in order to do so, air has to be blown inside with a high amount of pressure. "
Question 22,2. Which of the following plastics is not used in blow molding?,a) Terephthalate,b) Polypropylene,c) Polythene,d) PVC,a,"Explanation: For blowing processes, there are certain plastics only which are properly suited for the operation, while any other material might fail. Hence, for operating through blow molding process, polypropylene, polythene and PVC are used. "
Question 23,3. What is the minimum air pressure required in blow molding process?,a) 350 kPa,b) 400 kPa,c) 450 kPa,d) 500 kPa,b,"Explanation: In blow molding process, there is some amount of pressure that has to be given to the air for blowing the bottles. The amount of pressure to be given depends on the material. The minimum pressure that can be given in this process is 400 kPa. "
Question 24,4. What can be the maximum pressure to be given to a plastic for blow molding process?,a) 700 kPa,b) 750 kPa,c) 800 kPa,d) 850 kPa,c,"Explanation: Air with an extreme amount of pressure, when is needed, it might mean the material is thicker and denser. The amount of pressure that can be provided depends totally on the material. The maximum pressure that can be provided in blow molding process is 800 kPa. "
Question 25,5. Which of the following is not a type of blow molding process?,a) Injection blow molding,b) Extrusion blow molding,c) Multi-smaller blow molding,d) Multi-larger blow molding,c,"Explanation: Blow molding basically is a process of inflation of air under pressure into the plastics inside the mold cavity. There are only three known types of blow molding, namely, injection blow molding, extrusion blow molding and multi larger blow molding. "
Question 26,6. What is the minimum thickness required by the plastic for vacuum forming?,a) 0.125 mm,b) 0.25 mm,c) 0.375 mm,d) 0.5 mm,a,"Explanation: Vacuum forming is one of the classifications of thermoforming processes. Around its circumference, a clamp is attached or which we need to know the minimum thickness. The minimum thickness that can be allowed for this operation is 0.125 mm. "
Question 27,7. Which of the following is not an application of blow molding process?,a) Toy bodies,b) Door liners,c) Bottles,d) Pipes,b,"Explanation: Among the following, only door liners is not an application of blow molding process. Internal door liners are made using thermoforming process, while toy bodies, bottles and pipes are made using blow molding process. "
Question 28,8. What is the maximum thickness that can be allowed for a plastics sheet in vacuum forming process?,a) 3 mm,b) 3.1 mm,c) 3.2 mm,d) 3.3 mm,c,"Explanation: Vacuum forming process is one of the important processes that are employed in thermoforming processes. The maximum thickness of the plastic sheet has to be noted, as a clamp is to be fitted around the plastic sheet. The maximum allowable thickness of this plastic sheet is 3.2mm. "
Question 29,1. Which of the following moulding processes is widely used for the manufacturing of plastic bottles?,a) Compression moulding,b) Injection moulding,c) Jet moulding,d) Blow moulding,d,"Explanation: In blow moulding process, a heated tube of plastic material is situated between the two halves of mould, then the mould is closed and air or inert gas is usually blown at a pressure of 200 – 400 bars, which helps in expanding of tube outward to occupy the mould cavity. After that the part cools down to get hardened and then the part is ejected from the mould."
Question 30,10. Which of the following materials is mostly used for making of thermoforming moulds?,a) Steel,b) Grey cast iron,c) Aluminium,d) White cast iron,c,"Explanation: Thermoforming moulds are always made of aluminum because of its light weight, machine ability, and good thermal conductivity. Aluminum moulds may also contain passages through which water can be pumped for cooling of components, which may greatly affect the shrinkage and other features of the components made."
Question 31,1. Which of the following material is not used in extrusion?,a) Wax,b) Granules,c) Powder,d) Pellets,a,"Explanation: Extrusion is a process of forcing plastic which is at a very high temperature, through the dies, and gets opened at a required shape. The raw materials used for extrusion with polymers contains granules, powder and thermoplastic pellets. "
Question 32,"2. In extrusion process, extra shearing occurs in which part of the system?",a) Feed section,b) Pumping section,c) Collapse section,d) Transition section,b,Explanation: The section where an additional amount of melting and shearing occurs is called as pumping section. 
Question 33,3. Melting section is another name for which section?,a) Feed section,b) Transition section,c) Pumping section,d) Collapse section,b,"Explanation: Melting section is one of the types of extrusion in polymers. Extrusion is a process of forcing plastic which is at a very high temperature, through the dies, and gets opened at a required shape. Melting section is another name for transition section. "
Question 34,4. How are extruded materials cooled?,a) Water,b) Contact with chilled surface,c) Air,d) Oil,d,"Explanation: On completion of extrusion, the material is very hot and has to be cooled down. There are various agents which are used cooling these materials down, such as, air or water or its direct contact with a very cold surface. "
Question 35,5. Which of the following is not an important factor of cooling in extrusion?,a) Reduction in shrinkage,b) Reduction in distortion,c) Ease of adding colours,d) Rate of cooling,c,"Explanation: There are various factors of cooling, a few of them are, reduction in shrinkage, reduction in distortion and the rate of cooling too has to be considered. "
Question 36,6. Which of the following is not an application of polymer extrusion?,a) Door insulation seals,b) Chewing gums,c) Cables,d) Circuit boards, ,Answer: d
Question 37,"7. Film extrusion process, best involves film having thickness below what length?",a) 0.2 mm,b) 0.3 mm,c) 0.4 mm,d) 0.5 mm,d,"Explanation: Extrusion of films is one of the most important processes in extrusion. For the films having thickness below 0.5 mm, these films are best suited for extrusion and can be further applied for making, various bags. "
Question 38,"8. In cable extrusion process, what is the speed of product winding?",a) 40 m/sec,b) 50 m/sec,c) 60 m/sec,d) 70 m/sec,b,"Explanation: For the insulation purpose, the coating of any wire or cable is one of the most vital polymer extrusion process. The wire is cooled and then it is wound to large spools at a speed of 50 meters per second. "
Question 39,2. Which of the following equipment is used for controlling the temperature of polymer material in the extrusion process?,a) Thermo resister,b) Thermometer,c) Thermocouple,d) Glass tube,c,"Explanation: In extrusion process, polymer material pellets are fed into an extruder by a hopper. Then the material is conveyed by a feeding screw and forced through a shaped die that converts polymer materials into continuous polymer products. Heating elements are placed on the barrel which soften and melt the polymer. The temperature of the polymer material is mainly controlled by thermocouples."
Question 40,1. Which of the following is not a type of a foundry?,a) Captive foundry,b) Jobbing foundry,c) Semi Production foundry,d) Auto production foundry,d,"Explanation: Foundries are classified according to their type of work and the form of constitution and structure of their organization. The foundries are hence classified into four types namely, captive foundry, jobbing foundry, semi production foundry and production foundry. "
Question 41,2. What is the total capacity possessed by ferrous Indian foundries?,"a) 1,00,000 tons","b) 1,50,000 tons","c) 2,00,000 tons","d) 2,50,000 tons",d,"Explanation: There are many foundries in India. A few big foundries are located in Durgapur, Asansol, Rourkela, Bhopal and Bangalore. The total capacity possessed by Indian ferrous foundries is more than 2,50,000 tons. "
Question 42,3. Which of the following is a ferrous foundry?,a) Brass foundry,b) Bronze foundry,c) High alloy steel foundry,d) Zinc-base foundry,c,"Explanation: Among the following, a high alloy steel foundry is a type of steel foundry and steel foundries come under ferrous foundries, while the remaining ones are non-ferrous foundries."
Question 43,4. Which of the following is not a metal joining process?,a) Riveting,b) Bending,c) Pressing,d) Brazing,b,"Explanation: Riveting, brazing, pressing, soldering, adhesive bonding and bolt-screw fastening are few of the techniques of metal joining process. But, bending is not one of them, it is a shaping process. "
Question 44,"5. In an automobile engine, up to what percent of parts are manufactured by casting?",a) 65%,b) 75%,c) 80%,d) 90%,d,"Explanation: Casting is one of the most all round process used in manufacturing. Up to 90% of the automobile engine parts are manufactured using casting, and around 50% of the total weight of the tractor is manufactured using casting. "
Question 45,6. Which of the following is not a metal removing process?,a) Grinding,b) Milling,c) Swaging,d) Hobbing,c,"Explanation: Grinding, milling, hobbing, planning, reaming, shaping, boring, turning and broaching are a few of the techniques of metal removing process. But, swaging is not a part of them, it is a type of metal shaping process. "
Question 46,7. Which of the following is a metal shaping process?,a) Press forging,b) Broaching,c) Riveting,d) Lapping,a,"Explanation: Among the following, broaching is a metal machining process or a metal removal process, riveting is a metal joining process, lapping is a surface finishing process and press forging is a shaping process. "
Question 47,9. Which of the following is not a surface finishing process?,a) Honing,b) Grinding,c) Boring,d) Lapping,c,"Explanation: Honing, grinding, anodizing, lapping, polishing and metal spraying are a few of the surface finishing techniques. But, boring is not one of them, it is a technique which is used for metal removal process. "
Question 48,1. Which of the following is not a cast steel?,a) Low alloy steel,b) Magnesium alloy steel,c) Carbon steel,d) High alloy steel,b,"Explanation: Cast steel are a further classification of foundry metals and alloys under ferrous metals and alloys, that is, having iron base. Low alloy steel, high alloy steel and carbon steel are cast steels, but not magnesium alloy. "
Question 49,2. Which of the following forms of iron is least malleable?,a) Austenitic,b) Pearlitic,c) Ferritic,d) Martensitic,a,"Explanation: Malleable irons are cast irons which are classified under iron base materials, under foundry metals and alloys. Among these phases of iron, the austenite phase of iron is measured to be showing the least amount of malleability. "
Question 50,3. Which among the following is not a cast iron?,a) White iron,b) Compacted graphite iron,c) Gray cast iron,d) Pig iron,d,"Explanation: Among the following, white iron, compacted cast iron and gray cast iron are different types of cast irons, but pig iron is not. It is from pig iron, that cast irons are made, by re-melting them. "
Question 51,4. What is the amount of carbon present in low carbon steel?,a) Less than 0.5%,b) Less than 0.7%,c) Less than 0.4%,d) Less than 0.2%,d,Explanation: Low carbon steel has the lowest amount of carbon mixed with iron in the alloy. The amount of carbon present in low carbon steel is less than 0.2% and that of medium carbon steel has carbon composition of about 0.2% to 0.5%.
Question 52,5. What is the amount of carbon present in high carbon steel?,a) More than 0.5%,b) More than 0.7%,c) More than 0.4%,d) More than 0.2%,a,Explanation: None.
Question 53,6. Which among the following is a heavy metal?,a) Titanium base,b) Aluminium base,c) Zinc base,d) Magnesium base,c,"Explanation: The given metal bases are all non-ferrous metal bases, which are classified under foundry metals and alloys. Among these, the only heavy metal is the zinc base, while all others are light metals. "
Question 54,7. Which of the following is a light metal?,a) Copper base,b) Lead base,c) Nickel base,d) Magnesium base,d,Explanation: None.
Question 55,8. What is the amount of silicon present in cast carbon steels?,a) 0.25% – 0.6%,b) 0.25% – 0.8%,c) 0.45% – 0.9%,d) 0.45% – 0.1%,b,Explanation: The amount of silicon that is present in terms of percentage composition is found to be 0.25% to 0.8%. Elements like silicon and manganese are added in the steel alloys for the purpose of deoxidation. 
Question 56,9. What is the amount of manganese present in cast carbon steels?,a) 0.5% – 1.0%,b) 0.25% – 0.5%,c) 0.45% – 0.8%,d) 1% – 2%,a,Explanation: None.
Question 57,1. Presence of which material in a gray cast iron causes reduced ductility?,a) Graphite,b) Aluminium,c) Coke,d) Zinc,a,"Explanation: Among all the types of cast irons that are manufactured, gray cast irons are most widely used. The colour of this alloy is dull gray. Gray cast iron contains graphite flakes, which are responsible for the reduced ductility and strength. "
Question 58,2. What would be the tensile strength of a gray cast iron of class 20?,a) 120 MPa,b) 163 MPa,c) 138 MPa,d) 152 MPa,c,Explanation: None.
Question 59,3. What is the tensile strength of a thick gray cast iron?,a) 71 MPa,b) 83 MPa,c) 95 MPa,d) 107 MPa,b,Explanation: None.
Question 60,4. What is the tensile strength of a thick gray cast iron?,a) 276 MPa,b) 283 MPa,c) 295 MPa,d) 207 MPa,a,Explanation: None.
Question 61,5. Up to what mass of gray cast irons can shell molds take?,a) 300 kg,b) 400 kg,c) 500 kg,d) 600 kg,c,Explanation: Shell molding is one of the most important processes which has also been employed for the production of gray cast irons. Gray cast irons weighing up to around 500 kg are usually processed by this method. 
Question 62,8. Up to what thickness can hot box process can be used for production?,a) 10 mm- 40 mm,b) 30 mm- 50 mm,c) 40 mm- 80 mm,d) 70 mm- 100 mm,d,"Explanation: In hot box process, there is a core box employed, wherein the sand mixtures are poured along with the liquid resins, which act as binders. The thickness up to which hot box process can be used is 70 mm to 100 mm. "
Question 63,9. Which of the following materials cannot be used for making a core box?,a) Aluminium,b) Steel,c) Zinc,d) Cast iron,c,Explanation: None.
Question 64,10. What is the temperature in a core box typically?,a) 120°C – 160°C,b) 180°C – 260°C,c) 200°C – 270°C,d) 290°C – 350°C,b,Explanation: None.
Question 65,1. What should be the range of percentage of carbon (C) in iron (Fe) to be called as cast iron?,a) 0.1-0.5,b) 0.5-1.0,c) 1.0-2.0,d) 2.0-5.0,d,"Explanation: Cast iron is the oldest ferrous material which is used for commercial purposes. It is mainly a mixture of iron (Fe) and carbon (C). It can also include materials like sulfur (S), silicon (Si), and manganese (Mn). Generally, for the cast iron, the percentage of carbon in iron is 2 to 5 percent."
Question 66,4. Which of the following types of iron represents purest form of iron in the manufacturing process?,a) Pig iron,b) White cast iron,c) Wrought iron,d) Grey cast iron,c,Explanation: The purest form of iron is wrought iron which has negligible amount of carbon in it. It is highly malleable and tough material which can be used for making products by rolling or forging operation instead of casting process. It is basically obtained by melting pig iron which is also called crude iron.
Question 67,5. Which of the following types of cast iron includes black flakes of graphite in it?,a) White cast iron,b) Grey cast iron,c) Ductile cast iron,d) Malleable cast iron,b,"Explanation: Grey cast iron generally includes thin and little black flakes of graphite. These black flakes cause cast iron to appear in grey color, so it is called as grey cast iron. Presence of graphite can make it use as a lubricant in some manufacturing process. But it has less tensile strength and toughness than the other cast irons."
Question 68,10. Which of the following parts are mostly manufactured by using grey cast iron?,a) Pistons,b) Surgical equipment’s,c) Thin sheets,d) Engine blocks,d,"Explanation: The fluidity and expandability of molten grey cast iron at the time of solidification, due to the formation of graphite flakes, this iron becomes ideal for the manufacturing of shrinkage free and intricate castings components like engine blocks. The graphite presence greatly enhances mechanical properties in grey cast iron."
Question 69,1. Presence of which material in aluminium alloy provides ductility to the alloy?,a) Silicon,b) Iron,c) Copper,d) Zinc,c,"Explanation: With the presence of about 2% to 5% of copper metal in aluminium alloy aids in the increase in ductility of the alloy, that is, it becomes easy for the alloy to be stretched into wires. "
Question 70,2. Which furnace is not used for heating aluminium alloys?,a) Electric arc furnace,b) Pot furnace,c) Induction heating furnace,d) Crucible furnace,a,"Explanation: Aluminium alloys can be melted or heated directly or indirectly by fuel firing furnace. The heating can take place in a pot furnace, induction heating furnace, a crucible furnace or a reverberatory furnace. "
Question 71,3. Which of the following is not a purpose of fluxing and flushing the aluminium alloys?,a) Removal of dissolved hydrogen,b) Removal of dissolved oxygen,c) Separation of dross from melt,d) Entrapment of dross,b,"Explanation: Fluxing and flushing are an important task in aluminium alloy foundries. It is done for removing the dissolved hydrogen from the melt, for separating the dross from molten metal and to entrap the dross. "
Question 72,4. What is the silicon composition present in an LM-17 cast aluminium alloy?,a) 3%,b) 12%,c) 5.5%,d) 11.5%,d,"Explanation: In an LM-1 cast aluminium alloy, silicon content is 3%. In an LM-13 cast aluminium alloy, silicon content is 12%. In an LM-8 cast aluminium alloy, silicon content is 5.5% and in an LM-17 cast aluminium alloy, the silicon content is 11.5%."
Question 73,5. Which gas is not used for fluxing and flushing in aluminium alloys?,a) Argon,b) Chlorine,c) Nitrogen,d) Oxygen,d,"Explanation: Fluxing and flushing is an operation which is done for the removal of hydrogen from the molten metal. In this process, argon gas, chlorine gas, nitrogen gas and helium gas are used as fluxes and not oxygen. "
Question 74,6. Up to what length can the surface finish be achieved by green sand in aluminium alloys?,a) 600 micro inch,b) 650 micro inch,c) 700 micro inch,d) 750 micro inch,b,"Explanation: When green sand is used for molding in aluminium alloys, the surface finish can be achieved from about 300 micro inch to 650 micro inch, which is about 7500 micro mm to 16,250 micro mm. "
Question 75,7. Which of the given metals is not counted among late additions in aluminium alloys?,a) Boron,b) Titanium,c) Manganese,d) Sodium,c,"Explanation: There are certain metals which are added very late in the molten cast. By doing this, aluminium alloys get refined. A few of those metals are, boron, titanium, sodium, chromium and columbium. Manganese is added in aluminium during the operation, not late. "
Question 76,8. Aluminium alloys are not susceptible to which of the following?,a) Macro shrinkage,b) Drossing,c) Micro shrinkage,d) Solidification shrinkage,a,"Explanation: Aluminium alloys are susceptible to drossing, micro shrinkages and solidification shrinkages, but not to macro shrinkages. For prevention of entering of dross in mold cavity, gating system is installed. "
Question 77,1. What is the general density of steels?,a) 6.67 g/cc,b) 7.87 g/cc,c) 8.77 g/cc,d) 5.77 g/cc,b,"Explanation: A steel is basically a mixture of iron and carbon. The composition of iron varies according to the alloy, high alloy steels contain more amounts of carbon and low alloy steels contain less amount of carbon. The density of steels in general is found to be 7.87 g/cc."
Question 78,2. What is the density of copper alloys?,a) 6.67 g/cc,b) 7.87 g/cc,c) 8.93 g/cc,d) 5.77 g/cc,c,Explanation: A steel is a mixture of iron and carbon and copper alloys are mixtures of mainly copper and a few other materials like zinc and nickel with it. The main copper alloys can be brass and bronze. The density of copper alloys in general is found to be 8.93 g/cc.
Question 79,"3. Which colour is obtained by copper alloys, when zinc is added to it?",a) Red,b) Blue,c) Silver,d) Yellow,d,"Explanation: It is one of the most unusual properties of copper alloys, that on addition of different materials in them, there is a change observed in its appearance, that is, the colour of the mixture starts changing. On addition of zinc metal in copper, the colour of the mixture changes to yellow."
Question 80,"4. Which colour is obtained by copper alloys, when nickel is added to it?",a) Red,b) Blue,c) Silver,d) Yellow,c,Explanation: None.
Question 81,5. What amount of impurity is allowed for copper to be used in electric applications?,a) 0.1%,b) 0.2%,c) 0.3%,d) 0.4%,a,"Explanation: Copper and its alloys find themselves a variety of applications in the field of electrical and micro electrical works. For copper to be able to get used in electric appliances, the maximum impurity that can be allowed is 0.1%."
Question 82,"6. Which of the following materials, on adding with copper, doesn’t increase its strength?",a) Cadmium,b) Silver,c) Sodium,d) Aluminium Oxide,c,"Explanation: Copper originally does not possess very high amount of strength. For properties of copper to be used, but with more strength, this copper needs to be mixed with certain material, which will provide it the required strength. Cadmium, silver and aluminium oxide are few of those materials which will aid in increasing its strength."
Question 83,7. What is the tensile strength of cast manganese bronze?,a) 490 MPa,b) 759 MPa,c) 676 MPa,d) 324 MPa,a,Explanation: 759 mega pascals is the tensile strength of quenched and tempered copper-aluminium alloy. 676 MPa is the tensile strength of cold worked zinc. 324 MPa is the tensile strength of annealed zinc and 490 MPa is the tensile strength of cast manganese bronze.
Question 84,8. What is the tensile strength of pure annealed copper?,a) 324 MPa,b) 676 MPa,c) 759 MPa,d) 209 MPa,d,Explanation: None.
Question 85,2. Which of the following parts are mostly manufactured by using copper alloys?,a) Pistons,b) Engine blocks,c) Journal bearings,d) Aircrafts,c,"Explanation: In the manufacturing of journal and other types of solid bearings, copper alloys are mostly preferred. Many other components like worm wheels, gear selector forks and electricity wires are also made by using copper alloys; it is mostly preferred where low friction and high wear resistance is required."
Question 86,1. Pure magnesium melts at what temperature?,a) 600°C,b) 650°C,c) 700°C,d) 750°C,b,"Explanation: The temperature at which the pure form of magnesium gets ignited by itself is 473°C, and the temperature at which magnesium in its purest form is found to melt is 650°C. "
Question 87,2. Which of the following metals is least used in making magnesium alloys?,a) Aluminium,b) Zinc,c) Copper,d) Manganese,c,"Explanation: Magnesium metal in itself is not one of the strongest metals and is hence adulterated with other materials to form strong alloys. Among the following, aluminium, zinc and manganese are highly used in making magnesium alloys. "
Question 88,3. Which of the following can be the casting temperature for magnesium alloys?,a) 630°C,b) 760°C,c) 850°C,d) 970°C,b,"Explanation: When it comes to casting of magnesium alloys, the casting temperatures have to be kept in real control, that is, if the temperatures go too high, the metal might catch fire. The temperature range for casting magnesium alloys is 720°C to 800°C. "
Question 89,4. Which of the following is not a property of a magnesium alloy?,a) High damping capacity,b) High electrical conductivity,c) Good fatigue strength,d) High thermal resistivity,d,"Explanation: Magnesium on getting mixed with other elements starts possessing many different properties. It contains good damping capacity, good electrical conductivity and good fatigue strength, but not, thermal resistivity. "
Question 90,5. What is the color of pure magnesium metal?,a) Red,b) White,c) Black,d) Yellow,b,"Explanation: The purest form of magnesium is considered to be in its weakest form, and hence other elements are added in it to enhance its quality. The physical qualities too change on addition of other elements. Originally, the color of pure magnesium metal is silvery white. "
Question 91,6. What should be the temperature of the mixture while alloying takes place?,a) 550°C,b) 600°C,c) 650°C,d) 700°C,d,"Explanation: During the mixture getting processed, first the magnesium is melted, and then zinc metal is added. Aluminum is mixed in it through stirring. While this is happening, it has to be ensured, that the complete alloying process takes place at 700°C. "
Question 92,"7. In magnesium alloys, what is the maximum amount of allowed aluminum?",a) 11%,b) 13%,c) 19%,d) 24%,a,"Explanation: Magnesium alloys are basically a composition of various metals mixed with magnesium to improve its physical, chemical, mechanical and thermal properties. In this, the maximum allowable aluminum that can be added is only 11%."
Question 93,8. What should the temperature ideally be to remove the casting after making of magnesium alloys?,a) Below 450°C,b) Below 300°C,c) Below 350°C,d) Below 300°C,d,"Explanation: It is always advisable that, the castings should never be removed too quickly, as it might lead to distortion of the cast, because it is still hot. Therefore, when the temperature of the cast is below 300°C, the magnesium alloy cast can be removed. "
Question 94,"11. In sand casting of magnesium alloys, what is the amount of silica sand used in an American mix?",a) 80 lb,b) 90 lb,c) 100 lb,d) 110 lb,c,"Explanation: It is mainly observed that, magnesium alloys are manufactured with the help of sand molds only. The amount of silica sand used in magnesium alloys is 100 lbs in both British mix and American mix. "
Question 95,"12. In sand casting of magnesium alloys, what is the amount of bentonite sand used in a British mix?",a) 3 lb,b) 4 lb,c) 5 lb,d) 6 lb,b,"Explanation: In the production of magnesium alloys, there are variety of sands employed. For this, bentonite sand has to be used for the sand casting of the alloys. The amount of bentonite sand used is 4 lbs in both British as well as American mix. "
Question 96,7. Which of the following compounds can be used as an inhibitor in moulding materials for avoiding chemical reaction with magnesium alloys?,a) Sodium silicate,b) Water,c) Hydrogen silicate,d) Potassium borofluoride,d,Explanation: Moulding materials are effectively inhibited by adding 1 to 2 percent of potassium borofluoride. And controlling of inhibitor content in moulding materials is very important because they can affect setting times. Sometimes elimination of silica content from moulding materials also takes place to avoid chemical reactions.
Question 97,2. Which of the following materials are commonly used as flux in casting process to prevent oxidation?,a) Sodium silicate,b) Lead,c) Sodium chloride,d) Sodium carbonate,c,"Explanation: Sodium chloride is commonly used as flux in casting process to prevent oxidation. Sometimes potassium fluoride is also preferred as a flux due to its excellent volatility. It not only prevents the oxidation, the other inclusions are also reduced by using flux. This process avoids metal wastage and avoids several defects formation."
Question 98,4. What should be the melting point (in _C) of flux used for mixing with aluminium casting?,a) 440_C,b) 555_C,c) 606_C,d) 660_C,d,"Explanation: The melting point for flux to be used for aluminium casting should be approximately 660_C. However, the oxidation in aluminum is inevitable but flux is essential to avoid contact of aluminium melt to atmosphere and to get dry dross after skimming process which generally maintains the quality of casting material."
Question 99,6. Which of the following devices is mainly used for thermal analysis of flux?,a) Thermocouple,b) Thermometer,c) Thermo resister,d) Spiral optical tube,a,"Explanation: The flux is first melted inside a crucible and then a thermocouple is inserted into the molten flux. After the cooling process of molten flux, the temperature variations are recorded with respect to time. The melting nature, the variation in viscosity and the melting range of the molten flux with temperature is recorded."
Question 100,5. Which of the following materials is the most dominant in aero engine applications?,a) Iron,b) Brass,c) Titanium,d) Copper,c,"Explanation: Titanium is the single material which is very dominant in compressor stages of aero engine applications. Aluminium and steel can also be used, but the use of titanium is very effective. Its alloys greatly improve the aerodynamic cycle and propulsive efficiency also with improvements in thrust to weight ratio."
Question 101,9. Which of the following methods of melting is not used for melting titanium metal?,a) Induction method,b) Vacuum arc method,c) Electron beam melting,d) Cupola furnace melting,d,"Explanation: Various melting methods are used for melting of titanium metal. For example, induction, vacuum arc and electron beam melting, in which vacuum arc and electron beam melting methods are widely used, though efforts are made continuously for producing other different methods to gain better control on melting and to have better utilization of scrap materials. And cupola furnace is basically used for melting iron alloys."
